AIRPORT CODE,FBO,CITY,STATE,PHONE NUMBER,AVGAS QUANTITY,AVGAS PRICE PER UNIT,JET A WITH ADD QUANTITY,JET A WITH ADD PRICE PER UNIT,JET A QUANTITY,JET A PRICE PER UNIT,CN JET A QUANTITY,CN JET A PRICE PER UNIT,CN JET A WITH ADD QUANTITY,CN JET A WITH ADD PRICE PER UNIT,SAF QUANTITY,SAF PRICE PER UNIT,SAF WITH ADD QUANTITY,SAF WITH ADD PRICE PER UNIT,ICAO
HRF,Ascension FBO Network - KHRF,Hamilton,MT,307-587-9262,,, 301 - 400,$6.45 , 301 - 400,$6.30 ,,,,,,,,,KHRF
HRF,Ascension FBO Network - KHRF,Hamilton,MT,307-587-9262,,, 401 - 500,$6.40 , 401 - 500,$6.25 ,,,,,,,,,KHRF
HRF,Ascension FBO Network - KHRF,Hamilton,MT,307-587-9262,,, 501 - 700,$6.30 , 501 - 700,$6.15 ,,,,,,,,,KHRF
HRF,Ascension FBO Network - KHRF,Hamilton,MT,307-587-9262,,, 701 - 800,$5.95 , 701 - 800,$5.80 ,,,,,,,,,KHRF
HRF,Ascension FBO Network - KHRF,Hamilton,MT,307-587-9262,,, 801 - 1000,$5.70 , 801 - 1000,$5.55 ,,,,,,,,,KHRF
HRF,Ascension FBO Network - KHRF,Hamilton,MT,307-587-9262,,,1001+,$5.45 ,1001+,$5.30 ,,,,,,,,,KHRF
HRJ,Harnett Regional Jetport,Erwin,NC,910-814-2740,,,All Quantities,$4.78 ,All Quantities,$4.78 ,1+,$0.00 ,,,1+,$0.00 ,,,KHRJ
HRO,Fly Arkansas Harrison,Harrison,AR,870-404-0709,,, 1 - 149,$5.91 , 1 - 149,$5.91 ,,,,,,,,,KHRO
HRO,Fly Arkansas Harrison,Harrison,AR,870-404-0709,,, 150 - 499,$5.66 , 150 - 499,$5.66 ,,,,,,,,,KHRO
HRO,Fly Arkansas Harrison,Harrison,AR,870-404-0709,,, 500 - 999,$5.38 , 500 - 999,$5.38 ,,,,,,,,,KHRO
HRO,Fly Arkansas Harrison,Harrison,AR,870-404-0709,,,1000+,$5.11 ,1000+,$5.11 ,,,,,,,,,KHRO
HUM,Apex Jet Center,Houma,LA,985-851-5737,,, 0 - 200,$5.23 , 0 - 200,$5.18 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KHUM
HUM,Apex Jet Center,Houma,LA,985-851-5737,,, 201 - 500,$5.16 , 201 - 500,$5.10 ,,,,,,,,,KHUM
HUM,Apex Jet Center,Houma,LA,985-851-5737,,, 501 - 1000,$5.10 , 501 - 1000,$5.05 ,,,,,,,,,KHUM
HUM,Apex Jet Center,Houma,LA,985-851-5737,,,1001+,$5.05 ,1001+,$5.00 ,,,,,,,,,KHUM
HVN,Robinson Aviation,New Bern,NC,252-633-0066,,, 0 - 349,$6.21 , 0 - 349,$6.11 ,,,,,,,,,KHVN
HVN,Robinson Aviation,New Bern,NC,252-633-0066,,, 350 - 999,$6.02 , 350 - 999,$5.92 ,,,,,,,,,KHVN
HVN,Robinson Aviation,New Bern,NC,252-633-0066,,,1000+,$5.92 ,1000+,$5.82 ,,,,,,,,,KHVN
HVS,Riseaero LLC,Hartsville,SC,843-383-1088,,,All Quantities,$6.24 ,All Quantities,$6.24 ,1+,$0.00 ,,,1+,$0.00 ,,,KHVS
HWD,APP Jet Center KHWD,Hayward,CA,510-670-2864,,,All Quantities,$4.82 ,All Quantities,$4.72 ,,,,,,,,,KHWD
HWV,Northeast Aviation Fuel LLC,Shirley,NY,631-981-5200,,, 1 - 100,$6.40 , 1 - 100,$6.40 ,,,,,,,,,KHWV
HWV,Northeast Aviation Fuel LLC,Shirley,NY,631-981-5200,,, 101 - 250,$6.16 , 101 - 250,$6.16 ,,,,,,,,,KHWV
HWV,Northeast Aviation Fuel LLC,Shirley,NY,631-981-5200,,,251+,$5.95 ,251+,$5.95 ,,,,,,,,,KHWV
HYI,Berry Aviation Inc,San Marcos,TX,512-353-2379,,, 1 - 500,$4.52 , 1 - 500,$4.52 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KHYI
HYI,Berry Aviation Inc,San Marcos,TX,512-353-2379,,, 501 - 1000,$4.42 , 501 - 1000,$4.42 ,,,,,,,,,KHYI
HYI,Berry Aviation Inc,San Marcos,TX,512-353-2379,,, 1001 - 1500,$4.32 , 1001 - 1500,$4.32 ,,,,,,,,,KHYI
HYI,Berry Aviation Inc,San Marcos,TX,512-353-2379,,, 1501 - 2000,$4.22 , 1501 - 2000,$4.22 ,,,,,,,,,KHYI
HYI,Berry Aviation Inc,San Marcos,TX,512-353-2379,,,2001+,$3.77 ,2001+,$3.77 ,,,,,,,,,KHYI
HYR,Hayward Aviation LLC,Hayward,WI,715-634-4624,,, 1 - 499,$5.63 , 1 - 499,$5.63 ,1+,$0.00 ,,,1+,$0.00 ,,,KHYR
HYR,Hayward Aviation LLC,Hayward,WI,715-634-4624,,,500+,$5.55 ,500+,$5.55 ,,,,,,,,,KHYR
I68,Elevate Jet Center,Lebanon,OH,937-293-7966,,,All Quantities,$4.91 ,All Quantities,$4.91 ,,,,,,,,,KI68
I69,Eastern Cincinnati Aviation Sportys,Batavia,OH,513-735-9100,,,1+,$4.21 ,1+,$4.21 ,1+,$0.00 ,,,1+,$0.00 ,,,KI69
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,, 0 - 300,$7.81 , 0 - 300,$7.81 ,,,,,,,,,KIAD
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,, 301 - 600,$7.58 , 301 - 600,$7.58 ,,,,,,,,,KIAD
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,, 601 - 900,$7.35 , 601 - 900,$7.35 ,,,,,,,,,KIAD
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,, 901 - 1200,$7.11 , 901 - 1200,$7.11 ,,,,,,,,,KIAD
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,, 1201 - 1500,$6.86 , 1201 - 1500,$6.86 ,,,,,,,,,KIAD
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,, 1501 - 2500,$6.62 , 1501 - 2500,$6.62 ,,,,,,,,,KIAD
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,, 2501 - 5000,$5.95 , 2501 - 5000,$5.95 ,,,,,,,,,KIAD
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,, 5001 - 7500,$5.27 , 5001 - 7500,$5.27 ,,,,,,,,,KIAD
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,,7501+,$4.60 ,7501+,$4.60 ,,,,,,,,,KIAD
IAG,CALSPAN Contract Fuel,Niagara Falls,NY,716-298-9307,,, 1 - 199,$6.58 , 1 - 199,$6.53 ,,,,,,,,,KIAG
IAG,CALSPAN Contract Fuel,Niagara Falls,NY,716-298-9307,,, 200 - 500,$6.14 , 200 - 500,$6.09 ,,,,,,,,,KIAG
IAG,CALSPAN Contract Fuel,Niagara Falls,NY,716-298-9307,,, 501 - 999,$5.83 , 501 - 999,$5.77 ,,,,,,,,,KIAG
IAG,CALSPAN Contract Fuel,Niagara Falls,NY,716-298-9307,,,1000+,$5.25 ,1000+,$5.20 ,,,,,,,,,KIAG
IAH,Atlantic IAH,Houston,TX,945-348-3090,,, 0 - 200,$7.43 , 0 - 200,$7.21 ,,,,,,,,,KIAH
IAH,Atlantic IAH,Houston,TX,945-348-3090,,, 201 - 400,$7.24 , 201 - 400,$7.02 ,,,,,,,,,KIAH
IAH,Atlantic IAH,Houston,TX,945-348-3090,,, 401 - 600,$7.05 , 401 - 600,$6.83 ,,,,,,,,,KIAH
IAH,Atlantic IAH,Houston,TX,945-348-3090,,, 601 - 800,$6.85 , 601 - 800,$6.63 ,,,,,,,,,KIAH
IAH,Atlantic IAH,Houston,TX,945-348-3090,,, 801 - 1000,$6.65 , 801 - 1000,$6.43 ,,,,,,,,,KIAH
IAH,Atlantic IAH,Houston,TX,945-348-3090,,, 1001 - 2500,$6.45 , 1001 - 2500,$6.23 ,,,,,,,,,KIAH
IAH,Atlantic IAH,Houston,TX,945-348-3090,,, 2501 - 5000,$5.73 , 2501 - 5000,$5.51 ,,,,,,,,,KIAH
IAH,Atlantic IAH,Houston,TX,945-348-3090,,, 5001 - 7500,$5.02 , 5001 - 7500,$4.80 ,,,,,,,,,KIAH
IAH,Atlantic IAH,Houston,TX,945-348-3090,,,7501+,$4.30 ,7501+,$4.08 ,,,,,,,,,KIAH
IFP,Laughlin Bullhead International Air,Bullhead City,AZ,928-754-3020,,, 1 - 300,$6.15 , 1 - 300,$6.05 ,,,,,,,,,KIFP
IFP,Laughlin Bullhead International Air,Bullhead City,AZ,928-754-3020,,, 301 - 1200,$6.12 , 301 - 1200,$6.02 ,,,,,,,,,KIFP
IFP,Laughlin Bullhead International Air,Bullhead City,AZ,928-754-3020,,,1201+,$5.82 ,1201+,$5.72 ,,,,,,,,,KIFP
ILG,Aero Ways Fly Advanced,New Castle,DE,302-324-9970,,, 1 - 300,$6.07 , 1 - 300,$6.02 ,,,,,,,,,KILG
ILG,Aero Ways Fly Advanced,New Castle,DE,302-324-9970,,, 301 - 1000,$5.20 , 301 - 1000,$5.15 ,,,,,,,,,KILG
ILG,Aero Ways Fly Advanced,New Castle,DE,302-324-9970,,, 1001 - 2500,$5.03 , 1001 - 2500,$4.98 ,,,,,,,,,KILG
ILG,Aero Ways Fly Advanced,New Castle,DE,302-324-9970,,,2501+,$4.73 ,2501+,$4.68 ,,,,,,,,,KILG
ILM,Modern Aviation ILM,Wilmington,NC,910-202-3203,,,1+,$4.77 ,1+,$4.61 ,1+,$0.15 ,,,1+,$0.15 ,,,KILM
IMS,Madison Regional Airport,Madison,IN,812-273-1914,,, 1 - 999,$4.87 , 1 - 999,$4.87 ,1+,$0.00 ,,,1+,$0.00 ,,,KIMS
IMS,Madison Regional Airport,Madison,IN,812-273-1914,,,1000+,$4.63 ,1000+,$4.63 ,,,,,,,,,KIMS
INF,Right Rudder Aviation,Inverness,FL,407-734-1442,,,1+,$6.46 ,1+,$6.46 ,,,,,,,,,KINF
IOB,Kentucky Airmotive,Mount Sterling,KY,859-498-1000,,,All Quantities,$5.28 ,All Quantities,$5.28 ,All Quantities,$0.15 ,,,All Quantities,$0.15 ,,,KIOB
IOW,Jet Air Inc IOW,Iowa City,IA,309-342-3134,,, 1 - 99,$5.18 , 1 - 99,$5.18 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KIOW
IOW,Jet Air Inc IOW,Iowa City,IA,309-342-3134,,, 100 - 249,$5.14 , 100 - 249,$5.14 ,,,,,,,,,KIOW
IOW,Jet Air Inc IOW,Iowa City,IA,309-342-3134,,, 250 - 499,$5.09 , 250 - 499,$5.09 ,,,,,,,,,KIOW
IOW,Jet Air Inc IOW,Iowa City,IA,309-342-3134,,, 500 - 749,$5.04 , 500 - 749,$5.04 ,,,,,,,,,KIOW
IOW,Jet Air Inc IOW,Iowa City,IA,309-342-3134,,, 750 - 999,$4.99 , 750 - 999,$4.99 ,,,,,,,,,KIOW
IOW,Jet Air Inc IOW,Iowa City,IA,309-342-3134,,,1000+,$4.94 ,1000+,$4.94 ,,,,,,,,,KIOW
ISO,Kinston Jet Center,Kinston,NC,252-378-1313,,, 1 - 299,$5.50 , 1 - 299,$5.50 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KISO
ISO,Kinston Jet Center,Kinston,NC,252-378-1313,,, 300 - 999,$5.41 , 300 - 999,$5.41 ,,,,,,,,,KISO
ISO,Kinston Jet Center,Kinston,NC,252-378-1313,,, 1000 - 2499,$5.20 , 1000 - 2499,$5.20 ,,,,,,,,,KISO
ISO,Kinston Jet Center,Kinston,NC,252-378-1313,,,2500+,$4.98 ,2500+,$4.98 ,,,,,,,,,KISO
ISP,Modern Aviation ISP,Ronkonkoma,NY,806-318-4403,,,1+,$5.33 ,1+,$5.17 ,,,,,,,,,KISP
ITH,Taughannock Aviation Corp,Ithaca,NY,607-257-7500,,, 1 - 499,$6.68 , 1 - 499,$6.63 ,,,,,,,,,KITH
ITH,Taughannock Aviation Corp,Ithaca,NY,607-257-7500,,, 500 - 799,$6.49 , 500 - 799,$6.43 ,,,,,,,,,KITH
ITH,Taughannock Aviation Corp,Ithaca,NY,607-257-7500,,, 800 - 1199,$6.43 , 800 - 1199,$6.38 ,,,,,,,,,KITH
ITH,Taughannock Aviation Corp,Ithaca,NY,607-257-7500,,, 1200 - 1599,$6.38 , 1200 - 1599,$6.33 ,,,,,,,,,KITH
ITH,Taughannock Aviation Corp,Ithaca,NY,607-257-7500,,,1600+,$6.28 ,1600+,$6.23 ,,,,,,,,,KITH
ITO,Atlantic ITO,Hilo,HI,945-348-3090,,, 0 - 300,$6.22 , 0 - 300,$6.06 ,,,,,,,,,PHTO
ITO,Atlantic ITO,Hilo,HI,945-348-3090,,, 301 - 600,$5.95 , 301 - 600,$5.80 ,,,,,,,,,PHTO
ITO,Atlantic ITO,Hilo,HI,945-348-3090,,, 601 - 900,$5.70 , 601 - 900,$5.54 ,,,,,,,,,PHTO
ITO,Atlantic ITO,Hilo,HI,945-348-3090,,, 901 - 1200,$5.44 , 901 - 1200,$5.28 ,,,,,,,,,PHTO
ITO,Atlantic ITO,Hilo,HI,945-348-3090,,, 1201 - 1500,$5.19 , 1201 - 1500,$5.03 ,,,,,,,,,PHTO
ITO,Atlantic ITO,Hilo,HI,945-348-3090,,,1501+,$4.93 ,1501+,$4.77 ,,,,,,,,,PHTO
IWD,Gogebic-Iron County Airport,Ironwood,MI,906-932-3121,,, 1 - 150,$5.03 , 1 - 150,$5.03 ,1+,$0.00 ,,,1+,$0.00 ,,,KIWD
IWD,Gogebic-Iron County Airport,Ironwood,MI,906-932-3121,,, 151 - 300,$4.95 , 151 - 300,$4.95 ,,,,,,,,,KIWD
IWD,Gogebic-Iron County Airport,Ironwood,MI,906-932-3121,,,301+,$4.85 ,301+,$4.85 ,,,,,,,,,KIWD
IXD,Advanced Aviation,New Century,KS,913-768-1500,,, 0 - 300,$4.62 , 0 - 300,$4.62 ,,,,,,,,,KIXD
IXD,Advanced Aviation,New Century,KS,913-768-1500,,, 301 - 500,$4.58 , 301 - 500,$4.58 ,,,,,,,,,KIXD
IXD,Advanced Aviation,New Century,KS,913-768-1500,,, 501 - 750,$4.52 , 501 - 750,$4.52 ,,,,,,,,,KIXD
IXD,Advanced Aviation,New Century,KS,913-768-1500,,, 751 - 999,$4.47 , 751 - 999,$4.47 ,,,,,,,,,KIXD
IXD,Advanced Aviation,New Century,KS,913-768-1500,,,1000+,$4.42 ,1000+,$4.42 ,,,,,,,,,KIXD
IYA,Vector Aviation,Abbeville,LA,337-893-7128,,, 1 - 300,$5.87 , 1 - 300,$5.87 ,1+,$0.00 ,,,1+,$0.00 ,,,KIYA
IYA,Vector Aviation,Abbeville,LA,337-893-7128,,, 301 - 600,$5.66 , 301 - 600,$5.66 ,,,,,,,,,KIYA
IYA,Vector Aviation,Abbeville,LA,337-893-7128,,,601+,$5.36 ,601+,$5.36 ,,,,,,,,,KIYA
JAN,Atlantic JAN,Jackson,MS,945-348-3090,,, 0 - 100,$7.24 , 0 - 100,$7.09 ,,,,,,,,,KJAN
JAN,Atlantic JAN,Jackson,MS,945-348-3090,,, 101 - 200,$7.14 , 101 - 200,$6.99 ,,,,,,,,,KJAN
JAN,Atlantic JAN,Jackson,MS,945-348-3090,,, 201 - 300,$7.05 , 201 - 300,$6.90 ,,,,,,,,,KJAN
JAN,Atlantic JAN,Jackson,MS,945-348-3090,,, 301 - 400,$6.94 , 301 - 400,$6.79 ,,,,,,,,,KJAN
JAN,Atlantic JAN,Jackson,MS,945-348-3090,,, 401 - 500,$6.84 , 401 - 500,$6.69 ,,,,,,,,,KJAN
JAN,Atlantic JAN,Jackson,MS,945-348-3090,,,501+,$6.74 ,501+,$6.59 ,,,,,,,,,KJAN
JAS,Bravo Aviation LLC,Jasper,TX,409-381-8151,,,All Quantities,$5.33 ,All Quantities,$5.33 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KJAS
JBR,Arkansas Air Center,Jonesboro,AR,870-935-1770,,, 1 - 500,$5.31 , 1 - 500,$5.32 ,,,,,,,,,KJBR
JBR,Arkansas Air Center,Jonesboro,AR,870-935-1770,,, 501 - 1000,$5.04 , 501 - 1000,$5.04 ,,,,,,,,,KJBR
JBR,Arkansas Air Center,Jonesboro,AR,870-935-1770,,,1001+,$4.98 ,1001+,$4.99 ,,,,,,,,,KJBR
JFK,Modern Aviation JFK,Jamaica,NY,347-566-6620,,, 0 - 500,$9.71 , 0 - 500,$9.55 ,,,,,,,,,KJFK
JFK,Modern Aviation JFK,Jamaica,NY,347-566-6620,,, 501 - 1000,$9.70 , 501 - 1000,$9.54 ,,,,,,,,,KJFK
JFK,Modern Aviation JFK,Jamaica,NY,347-566-6620,,, 1001 - 2000,$9.65 , 1001 - 2000,$9.49 ,,,,,,,,,KJFK
JFK,Modern Aviation JFK,Jamaica,NY,347-566-6620,,,2001+,$9.63 ,2001+,$9.47 ,,,,,,,,,KJFK
JFX,Sanders Aviation Inc,Jasper,AL,888-384-4359,,,All Quantities,$4.45 ,All Quantities,$4.45 ,1+,$0.00 ,,,1+,$0.00 ,,,KJFX
JGG,Williamsburg-Jamestown,Williamsburg,VA,757-229-9256,,,1+,$5.41 ,1+,$5.41 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KJGG
JNX,Johnston County Airport,Smithfield,NC,919-934-0992,,,1+,$5.09 ,1+,$5.09 ,1+,$0.00 ,,,1+,$0.00 ,,,KJNX
JVW,Hinds Community College,Bolton,MS,601-857-3884,,,1+,$5.49 ,1+,$5.49 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KJVW
JVY,Honaker Aviation JVY,Sellersburg,IN,812-246-5491,,,All Quantities,$4.26 ,All Quantities,$4.26 ,1+,$0.00 ,,,1+,$0.00 ,,,KJVY
JWN,Contour Nashville,Nashville,TN,615-350-5000,,, 0 - 249,$6.44 , 0 - 249,$6.45 ,,,,,,,,,KJWN
JWN,Contour Nashville,Nashville,TN,615-350-5000,,, 250 - 499,$6.34 , 250 - 499,$6.35 ,,,,,,,,,KJWN
JWN,Contour Nashville,Nashville,TN,615-350-5000,,, 500 - 999,$6.14 , 500 - 999,$6.15 ,,,,,,,,,KJWN
JWN,Contour Nashville,Nashville,TN,615-350-5000,,,1000+,$5.88 ,1000+,$5.88 ,,,,,,,,,KJWN
JWY,Southern Star Aviation,Midlothian,TX,214-762-8286,,, 1 - 399,$5.12 , 1 - 399,$5.12 ,,,,,,,,,KJWY
JWY,Southern Star Aviation,Midlothian,TX,214-762-8286,,, 400 - 699,$5.03 , 400 - 699,$5.03 ,,,,,,,,,KJWY
JWY,Southern Star Aviation,Midlothian,TX,214-762-8286,,, 700 - 999,$4.88 , 700 - 999,$4.88 ,,,,,,,,,KJWY
JWY,Southern Star Aviation,Midlothian,TX,214-762-8286,,,1000+,$4.68 ,1000+,$4.68 ,,,,,,,,,KJWY
JYO,Kuhn Jet Center,Leesburg,VA,703-665-3000,,,1+,$5.03 ,1+,$5.03 ,1+,$0.00 ,,,1+,$0.00 ,,,KJYO
JZI,Atlantic JZI,Johns Island,SC,945-348-3090,,, 0 - 200,$8.91 , 0 - 200,$8.75 ,,,,,,,,,KJZI
JZI,Atlantic JZI,Johns Island,SC,945-348-3090,,, 201 - 400,$8.86 , 201 - 400,$8.69 ,,,,,,,,,KJZI
JZI,Atlantic JZI,Johns Island,SC,945-348-3090,,, 401 - 600,$8.77 , 401 - 600,$8.61 ,,,,,,,,,KJZI
JZI,Atlantic JZI,Johns Island,SC,945-348-3090,,, 601 - 800,$8.69 , 601 - 800,$8.53 ,,,,,,,,,KJZI
JZI,Atlantic JZI,Johns Island,SC,945-348-3090,,, 801 - 1000,$8.61 , 801 - 1000,$8.44 ,,,,,,,,,KJZI
JZI,Atlantic JZI,Johns Island,SC,945-348-3090,,,1001+,$8.53 ,1001+,$8.37 ,,,,,,,,,KJZI
KLS,Cascade Air LLC,Kelso,WA,360-232-8936,,,All Quantities,$5.26 ,All Quantities,$5.15 ,,,,,,,,,KKLS
KMEB,Southeast Regional Airport,Maxton,NC,910-844-5081,,, 0 - 199,$5.53 , 0 - 199,$5.53 ,1+,$0.00 ,,,1+,$0.00 ,,,KMEB
KMEB,Southeast Regional Airport,Maxton,NC,910-844-5081,,, 200 - 499,$5.45 , 200 - 499,$5.45 ,,,,,,,,,KMEB
KMEB,Southeast Regional Airport,Maxton,NC,910-844-5081,,, 500 - 999,$5.29 , 500 - 999,$5.29 ,,,,,,,,,KMEB
KMEB,Southeast Regional Airport,Maxton,NC,910-844-5081,,, 1000 - 1999,$5.02 , 1000 - 1999,$5.02 ,,,,,,,,,KMEB
KMEB,Southeast Regional Airport,Maxton,NC,910-844-5081,,,2000+,$4.91 ,2000+,$4.91 ,,,,,,,,,KMEB
KOA,Atlantic KOA,Keahole-Kona ,HI,945-348-3090,,, 0 - 300,$7.10 , 0 - 300,$6.95 ,,,,,,,,,KKOA
KOA,Atlantic KOA,Keahole-Kona ,HI,945-348-3090,,, 301 - 600,$6.76 , 301 - 600,$6.61 ,,,,,,,,,KKOA
KOA,Atlantic KOA,Keahole-Kona ,HI,945-348-3090,,, 601 - 900,$6.41 , 601 - 900,$6.26 ,,,,,,,,,KKOA
KOA,Atlantic KOA,Keahole-Kona ,HI,945-348-3090,,, 901 - 1200,$6.06 , 901 - 1200,$5.91 ,,,,,,,,,KKOA
KOA,Atlantic KOA,Keahole-Kona ,HI,945-348-3090,,, 1201 - 1500,$5.70 , 1201 - 1500,$5.55 ,,,,,,,,,KKOA
KOA,Atlantic KOA,Keahole-Kona ,HI,945-348-3090,,,1501+,$5.35 ,1501+,$5.20 ,,,,,,,,,KKOA
KTN,Misty Fjords Air,Ketchikan,AK,907-225-5155,,, 1 - 200,$8.80 , 1 - 200,$8.80 ,,,,,,,,,PAKT
KTN,Misty Fjords Air,Ketchikan,AK,907-225-5155,,, 201 - 400,$8.68 , 201 - 400,$8.68 ,,,,,,,,,PAKT
KTN,Misty Fjords Air,Ketchikan,AK,907-225-5155,,, 401 - 600,$8.55 , 401 - 600,$8.55 ,,,,,,,,,PAKT
KTN,Misty Fjords Air,Ketchikan,AK,907-225-5155,,, 601 - 800,$8.41 , 601 - 800,$8.41 ,,,,,,,,,PAKT
KTN,Misty Fjords Air,Ketchikan,AK,907-225-5155,,,801+,$8.28 ,801+,$8.28 ,,,,,,,,,PAKT
KVCT,Victoria Jet Center,Victoria,TX,361-578-2704,,, 0 - 250,$4.60 , 0 - 250,$4.60 ,,,,,,,,,KVCT
KVCT,Victoria Jet Center,Victoria,TX,361-578-2704,,, 251 - 500,$4.56 , 251 - 500,$4.56 ,,,,,,,,,KVCT
KVCT,Victoria Jet Center,Victoria,TX,361-578-2704,,,501+,$4.51 ,501+,$4.51 ,,,,,,,,,KVCT
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,, 0 - 200,$6.83 , 0 - 200,$6.68 ,,,,,,,,,KLAS
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,, 201 - 400,$6.52 , 201 - 400,$6.37 ,,,,,,,,,KLAS
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,, 401 - 600,$6.21 , 401 - 600,$6.06 ,,,,,,,,,KLAS
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,, 601 - 800,$5.89 , 601 - 800,$5.74 ,,,,,,,,,KLAS
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,, 801 - 1000,$5.57 , 801 - 1000,$5.42 ,,,,,,,,,KLAS
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,, 1001 - 2500,$5.25 , 1001 - 2500,$5.10 ,,,,,,,,,KLAS
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,, 2501 - 5000,$5.05 , 2501 - 5000,$4.90 ,,,,,,,,,KLAS
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,, 5001 - 7500,$4.85 , 5001 - 7500,$4.70 ,,,,,,,,,KLAS
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,,7501+,$4.65 ,7501+,$4.50 ,,,,,,,,,KLAS
LAS,Menzies Domestic,Las Vegas,NV,252-633-0066,,,1+,$3.65 ,1+,$3.65 ,,,,,,,,,KLAS
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,, 0 - 300,$9.32 , 0 - 300,$9.16 ,,,,,,,,,KLAX
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,, 301 - 600,$9.06 , 301 - 600,$8.90 ,,,,,,,,,KLAX
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,, 601 - 900,$8.77 , 601 - 900,$8.61 ,,,,,,,,,KLAX
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,, 901 - 1200,$8.48 , 901 - 1200,$8.32 ,,,,,,,,,KLAX
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,, 1201 - 1500,$8.19 , 1201 - 1500,$8.03 ,,,,,,,,,KLAX
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,, 1501 - 2500,$7.91 , 1501 - 2500,$7.75 ,,,,,,,,,KLAX
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,, 2501 - 5000,$7.08 , 2501 - 5000,$6.92 ,,,,,,,,,KLAX
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,, 5001 - 7500,$6.25 , 5001 - 7500,$6.09 ,,,,,,,,,KLAX
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,,7501+,$5.42 ,7501+,$5.26 ,,,,,,,,,KLAX
LCI,Emerson Aviation,Gilford,NH,603-293-7980,,,1+,$4.58 ,1+,$4.53 ,,,,,,,,,KLCI
LCQ,City of Lake City,Lake City,FL,386-752-1066,,,All Quantities,$5.12 ,All Quantities,$5.12 ,,,,,,,,,KLCQ
LGA,Modern Aviation LGA,Flushing,NY,718-779-4040,,, 0 - 300,$9.83 , 0 - 300,$9.67 ,,,,,,,,,KLGA
LGA,Modern Aviation LGA,Flushing,NY,718-779-4040,,, 301 - 600,$9.80 , 301 - 600,$9.64 ,,,,,,,,,KLGA
LGA,Modern Aviation LGA,Flushing,NY,718-779-4040,,, 601 - 1000,$9.75 , 601 - 1000,$9.59 ,,,,,,,,,KLGA
LGA,Modern Aviation LGA,Flushing,NY,718-779-4040,,,1001+,$9.70 ,1001+,$9.54 ,,,,,,,,,KLGA
LGB,Atlantic LGB,Long Beach,CA,945-348-3090,,, 1 - 200,$7.26 , 1 - 200,$7.09 ,,,,,,,,,KLGB
LGB,Atlantic LGB,Long Beach,CA,945-348-3090,,, 201 - 400,$7.10 , 201 - 400,$6.94 ,,,,,,,,,KLGB
LGB,Atlantic LGB,Long Beach,CA,945-348-3090,,, 401 - 600,$6.93 , 401 - 600,$6.77 ,,,,,,,,,KLGB
LGB,Atlantic LGB,Long Beach,CA,945-348-3090,,, 601 - 800,$6.75 , 601 - 800,$6.59 ,,,,,,,,,KLGB
LGB,Atlantic LGB,Long Beach,CA,945-348-3090,,, 801 - 1000,$6.58 , 801 - 1000,$6.42 ,,,,,,,,,KLGB
LGB,Atlantic LGB,Long Beach,CA,945-348-3090,,,1001+,$6.40 ,1001+,$6.24 ,,,,,,,,,KLGB
LIH,Atlantic LIH,Lihue,HI,808-246-0016,,, 0 - 300,$6.47 , 0 - 300,$6.32 ,,,,,,,,,PHLI
